緯度,経度,場所
34.712238,135.260943,1
34.70943,135.259158,1
34.71327,135.256073,1
34.709788,135.254648,1
34.709601,135.252659,1
34.694738,135.2818,1
34.695777,135.270832,1
34.695517,135.266244,1
34.684448,135.273306,1
34.686637,135.272952,1
34.683717,135.266986,1
34.685828,135.266003,1
34.694079,135.278714,1
34.689498,135.272694,1
34.692053,135.272054,1
34.688439,135.26621,1
34.691815,135.265543,1
34.683338,135.258839,1
34.688985,135.261889,1
34.691309,135.25371,1
34.689451,135.257426,1
34.693759,135.259536,1
34.681163,135.268459,1
34.68502,135.283205,1
34.726573,135.243568,1
34.730575,135.244114,1
34.753965,135.22812,1
34.703775,135.245121,1
34.735569,135.243533,1
34.719323,135.247039,1
34.71808,135.247606,1
34.716674,135.246832,1
34.715538,135.247393,1
34.720326,135.245776,1
34.717143,135.247965,1
34.714262,135.247839,1
34.713869,135.246782,1
34.716008,135.248661,1
34.714642,135.248935,1
34.69586,135.227183,1
34.737448,135.235904,1
34.735476,135.236447,1
34.736252,135.231685,1
34.735506,135.229462,1
34.728272,135.242122,1
34.728118,135.2409,1
34.723756,135.234842,1
34.723666,135.235957,1
34.7232,135.232281,1
34.723046,135.243171,1
34.723168,135.241324,1
34.724293,135.23848,1
34.722781,135.235525,1
34.727969,135.239125,1
34.731237,135.237453,1
34.732757,135.236114,1
34.73421,135.233339,1
34.725898,135.223468,1
34.725048,135.230469,1
34.724209,135.228101,1
34.727792,135.234695,1
34.725384,135.231709,1
34.723249,135.229466,1
34.725004,135.221836,1
34.723864,135.221196,1
34.727157,135.22996,1
34.731002,135.229445,1
34.729887,135.227536,1
34.727362,135.226863,1
34.732946,135.223179,1
34.724913,135.218465,1
34.733307,135.212404,1
34.736464,135.201877,1
34.721147,135.242229,1
34.713436,135.239291,1
34.712618,135.239657,1
34.717424,135.237609,1
34.717208,135.236466,1
34.722048,135.237514,1
34.722034,135.236022,1
34.721455,135.234657,1
34.722288,135.234205,1
34.721146,135.233167,1
34.715173,135.24625,1
34.713496,135.245648,1
34.713145,135.244607,1
34.712782,135.243509,1
34.71382,135.243038,1
34.712335,135.242417,1
34.713449,135.241926,1
34.714365,135.24135,1
34.713069,135.240581,1
34.714059,135.240364,1
34.71355,135.237906,1
34.714021,135.236465,1
34.713425,135.235498,1
34.71293,135.234681,1
34.712559,135.233915,1
34.713536,135.233823,1
34.713067,135.232498,1
34.717815,135.246363,1
34.719001,135.245813,1
34.716287,135.245715,1
34.717474,135.245323,1
34.721765,135.244933,1
34.714766,135.245089,1
34.715911,135.244552,1
34.714413,135.243885,1
34.718683,135.244648,1
34.719861,135.244089,1
34.72144,135.243364,1
34.717128,135.244001,1
34.715567,135.24344,1
34.718337,135.243471,1
34.71952,135.242951,1
34.716789,135.242743,1
34.717914,135.242457,1
34.719197,135.241914,1
34.715005,135.242454,1
34.716386,135.241757,1
34.718834,135.240851,1
34.717469,135.241311,1
34.715605,135.240878,1
34.716786,135.24032,1
34.720841,135.241086,1
34.717774,135.238718,1
34.717324,135.239318,1
34.718537,135.239839,1
34.715025,135.239926,1
34.71435,135.238899,1
34.716108,135.239429,1
34.722822,135.239825,1
34.720457,135.240007,1
34.722397,135.23854,1
34.715413,135.238444,1
34.720067,135.238773,1
34.716527,135.237985,1
34.714681,135.23741,1
34.715972,135.236883,1
34.719081,135.236581,1
34.719388,135.237852,1
34.721223,135.23649,1
34.720601,135.23483,1
34.715247,135.235863,1
34.716761,135.23524,1
34.714438,135.233083,1
34.71861,135.235159,1
34.714879,135.234856,1
34.716447,135.234138,1
34.718047,135.233631,1
34.71974,135.233486,1
34.722082,135.232757,1
34.716005,135.232754,1
34.717675,135.232269,1
34.71636,135.222074,1
34.712934,135.21807,1
34.719443,135.231496,1
34.721124,135.231413,1
34.718716,135.223749,1
34.717163,135.219784,1
34.717312,135.217596,1
34.721371,135.222398,1
34.718693,135.216897,1
34.72445,135.215376,1
34.715153,135.23273,1
34.714264,135.231571,1
34.71286,135.231608,1
34.714139,135.23102,1
34.712555,135.230764,1
34.713793,135.230175,1
34.715058,135.229612,1
34.713599,135.22902,1
34.714614,135.228514,1
34.712733,135.228343,1
34.712295,135.22708,1
34.713292,135.227389,1
34.713983,135.227193,1
34.71259,135.225486,1
34.713552,135.225089,1
34.714237,135.224814,1
34.712807,135.224075,1
34.713717,135.223679,1
34.714443,135.223385,1
34.712511,135.223049,1
34.7133,135.222768,1
34.713959,135.222507,1
34.712927,135.22196,1
34.713418,135.221867,1
34.712106,135.220519,1
34.712589,135.221278,1
34.713289,135.220921,1
34.714209,135.221387,1
34.713905,135.220518,1
34.714613,135.219966,1
34.712526,135.219898,1
34.713539,135.219692,1
34.714315,135.218665,1
34.713753,135.217552,1
34.715784,135.231519,1
34.717328,135.231181,1
34.715558,135.230982,1
34.715365,135.23048,1
34.723015,135.230894,1
34.716867,135.230129,1
34.718652,135.230328,1
34.721138,135.229804,1
34.716379,135.229231,1
34.719524,135.229318,1
34.715867,135.22795,1
34.717747,135.22819,1
34.721144,135.228116,1
34.718546,135.226818,1
34.715201,135.226596,1
34.71498,135.225667,1
34.720777,135.226033,1
34.717973,135.224145,1
34.717558,135.225912,1
34.715918,135.224905,1
34.715108,135.22451,1
34.716598,135.224785,1
34.719725,135.224896,1
34.717336,135.224464,1
34.715503,135.223915,1
34.71474,135.22233,1
34.716095,135.223717,1
34.716886,135.223337,1
34.717546,135.223025,1
34.718284,135.222674,1
34.723331,135.223297,1
34.719416,135.222934,1
34.718803,135.221051,1
34.720118,135.222403,1
34.715585,135.222323,1
34.714964,135.220976,1
34.715697,135.220615,1
34.72168,135.221401,1
34.716954,135.221497,1
34.717765,135.221213,1
34.715973,135.219048,1
34.716317,135.22016,1
34.715291,135.21955,1
34.719656,135.220759,1
34.718215,135.219537,1
34.720251,135.220211,1
34.719512,135.21827,1
34.721025,135.219984,1
34.721982,135.219735,1
34.718892,135.218828,1
34.718014,135.217019,1
34.716781,135.218495,1
34.715167,135.218041,1
34.720183,135.218135,1
34.72099,135.217856,1
34.716153,135.21708,1
34.715079,135.210321,1
34.71731,135.212864,1
34.725218,135.205258,1
34.724342,135.199831,1
34.718917,135.215888,1
34.722724,135.211274,1
34.7181,135.214154,1
34.719716,135.215007,1
34.714651,135.216685,1
34.715789,135.215986,1
34.714088,135.215012,1
34.71409,135.211945,1
34.71518,135.213957,1
34.713235,135.215945,1
34.712409,135.216827,1
34.71654,135.210357,1
34.71252,135.237163,1
34.711889,135.24149,1
34.712073,135.232952,1
34.709062,135.243857,1
34.711036,135.242946,1
34.708789,135.242573,1
34.71055,135.241978,1
34.71018,135.240878,1
34.71154,135.240189,1
34.709732,135.239742,1
34.711178,135.239181,1
34.708057,135.240479,1
34.71227,135.238519,1
34.706929,135.239408,1
34.709299,135.238625,1
34.708883,135.237549,1
34.710807,135.23798,1
34.710006,135.235743,1
34.710303,135.237026,1
34.711774,135.236361,1
34.708435,135.236363,1
34.706176,135.237371,1
34.708078,135.235378,1
34.70761,135.234366,1
34.704244,135.234383,1
34.704008,135.232785,1
34.711445,135.235047,1
34.711122,135.23425,1
34.709657,135.234623,1
34.704955,135.236086,1
34.710906,135.233758,1
34.709293,135.233529,1
34.710756,135.232868,1
34.711799,135.232082,1
34.707199,135.232923,1
34.704757,135.218076,1
34.712088,135.221738,1
34.70873,135.222214,1
34.709456,135.221851,1
34.709406,135.220329,1
34.710729,135.221361,1
34.710238,135.218993,1
34.710229,135.231982,1
34.708979,135.23198,1
34.711535,135.231285,1
34.709906,135.231058,1
34.703944,135.231624,1
34.711131,135.230398,1
34.703798,135.230685,1
34.707931,135.230501,1
34.706102,135.230883,1
34.712238,135.229799,1
34.709628,135.229699,1
34.710817,135.229336,1
34.70755,135.229264,1
34.705702,135.228717,1
34.711718,135.228855,1
34.709092,135.228426,1
34.707313,135.227948,1
34.710512,135.227829,1
34.705649,135.227461,1
34.711358,135.22741,1
34.708882,135.227242,1
34.710237,135.226672,1
34.705336,135.226345,1
34.711007,135.226306,1
34.701287,135.230303,1
34.711576,135.226054,1
34.708486,135.226068,1
34.706985,135.226549,1
34.703789,135.227438,1
34.709362,135.223875,1
34.70987,135.225473,1
34.710594,135.225145,1
34.704704,135.225457,1
34.71123,135.224838,1
34.706603,135.224638,1
34.711855,135.224508,1
34.705131,135.224364,1
34.706105,135.223565,1
34.707954,135.224401,1
34.707441,135.222816,1
34.710022,135.223313,1
34.704461,135.223267,1
34.706581,135.221966,1
34.710101,135.221527,1
34.710654,135.223153,1
34.711429,135.22294,1
34.708216,135.221136,1
34.704088,135.221573,1
34.706108,135.220676,1
34.703782,135.220192,1
34.711367,135.220436,1
34.711976,135.218593,1
34.705762,135.219363,1
34.70751,135.219569,1
34.708173,135.218834,1
34.708828,135.219109,1
34.703555,135.218477,1
34.702946,135.222647,1
34.706927,135.217808,1
34.705767,135.217626,1
34.708221,135.217453,1
34.710902,135.217309,1
34.706247,135.216119,1
34.707155,135.216261,1
34.708419,135.21615,1
34.710364,135.213977,1
34.711859,135.21357,1
34.712818,135.212201,1
34.708165,135.214516,1
34.706998,135.214624,1
34.705238,135.215799,1
34.704045,135.216258,1
34.703199,135.216567,1
34.700167,135.221683,1
34.701609,135.220796,1
34.669815,135.176854,1
34.669995,135.174627,1
34.669608,135.168687,1
34.670512,135.170186,1
34.669866,135.17557,1
34.669835,135.17377,1
34.669762,135.172896,1
34.669705,135.1717,1
34.669467,135.160425,1
34.669724,135.15853,1
34.670035,135.163749,1
34.670066,135.166036,1
34.670969,135.16841,1
34.669355,135.164973,1
34.669449,135.162545,1
34.670188,135.16153,1
34.670477,135.159726,1
34.663402,135.17656,1
34.661578,135.177245,1
34.668794,135.175441,1
34.668841,135.176849,1
34.66795,135.172359,1
34.668218,135.171275,1
34.667723,135.173229,1
34.667554,135.175282,1
34.667565,135.174137,1
34.666753,135.170923,1
34.665726,135.17078,1
34.664895,135.182146,1
34.666106,135.176974,1
34.665313,135.174149,1
34.665356,135.171933,1
34.661898,135.171925,1
34.662989,135.17409,1
34.66164,135.170327,1
34.661286,135.175943,1
34.66149,135.173995,1
34.662607,135.169396,1
34.663999,135.166894,1
34.66392,135.168068,1
34.665718,135.169394,1
34.660873,135.164633,1
34.660615,135.168835,1
34.668979,135.161525,1
34.668408,135.169666,1
34.668305,135.163598,1
34.667435,135.162012,1
34.668165,135.161079,1
34.666841,135.169591,1
34.668079,135.167284,1
34.666199,135.166005,1
34.666952,135.167127,1
34.666893,135.16832,1
34.66573,135.168259,1
34.666587,135.164867,1
34.666001,135.167127,1
34.665119,135.170027,1
34.665708,135.163733,1
34.66525,135.165363,1
34.664916,135.168089,1
34.665105,135.166933,1
34.664416,135.165191,1
34.664282,135.16331,1
34.664168,135.169877,1
34.664451,135.16194,1
34.663101,135.1643,1
34.663107,135.162204,1
34.662982,135.165596,1
34.662899,135.166758,1
34.661525,135.165919,1
34.662821,135.167879,1
34.661278,135.167755,1
34.66195,135.163996,1
34.661694,135.161549,1
34.668714,135.159598,1
34.667711,135.158318,1
34.666813,135.159778,1
34.666522,135.162642,1
34.663337,135.16046,1
34.655194,135.173199,1
34.656237,135.17384,1
34.656992,135.17447,1
34.657367,135.173256,1
34.658868,135.176381,1
34.659775,135.175913,1
34.659791,135.177171,1
34.659464,135.176768,1
34.659689,135.173231,1
34.659462,135.170184,1
34.65928,135.175163,1
34.659506,135.171585,1
34.657806,135.17544,1
34.657381,135.17236,1
34.658194,135.171476,1
34.65814,135.176922,1
34.657374,135.1761,1
34.657736,135.174078,1
34.656069,135.172885,1
34.656899,135.171794,1
34.65577,135.172261,1
34.656093,135.175029,1
34.655525,135.174106,1
34.654991,135.17247,1
34.654922,135.175542,1
34.654595,135.174514,1
34.654305,135.173558,1
34.65386,135.175905,1
34.65399,135.172587,1
34.653711,135.174902,1
34.653221,135.174002,1
34.65294,135.175255,1
34.653078,135.176364,1
34.652999,135.172901,1
34.652084,135.174882,1
34.654883,135.180423,1
34.652053,135.177286,1
34.658611,135.166602,1
34.657302,135.169394,1
34.653383,135.170654,1
34.656272,135.164699,1
34.658759,135.164348,1
34.654079,135.165562,1
34.656313,135.166809,1
34.653875,135.163514,1
34.650099,135.170288,1
34.657543,135.161403,1
34.655533,135.162475,1
34.652566,135.161132,1
34.692692,135.174118,1
34.693078,135.171806,1
34.692141,135.163776,1
34.692412,135.169578,1
34.703469,135.165435,1
34.692413,135.16177,1
34.694437,135.157553,1
34.694905,135.160076,1
34.694521,135.161537,1
34.692725,135.159711,1
34.681287,135.171389,1
34.687774,135.171148,1
34.690565,135.172867,1
34.689944,135.170677,1
34.691921,135.167698,1
34.691663,135.162773,1
34.682321,135.167208,1
34.687137,135.160241,1
34.687778,135.161916,1
34.691343,135.161361,1
34.6854,135.167557,1
34.682137,135.16356,1
34.683292,135.165878,1
34.686432,135.164207,1
34.685099,135.163995,1
34.683306,135.164262,1
34.686398,135.163452,1
34.684641,135.163062,1
34.686368,135.162391,1
34.684364,135.162146,1
34.687598,135.161174,1
34.686299,135.161337,1
34.683977,135.161387,1
34.687409,135.160549,1
34.688377,135.1608,1
34.685453,135.160786,1
34.683204,135.159991,1
34.688575,135.169232,1
34.688838,135.166976,1
34.691529,135.166555,1
34.688321,135.16509,1
34.688074,135.163942,1
34.691257,135.164658,1
34.688079,135.163039,1
34.689208,135.163596,1
34.690114,135.163316,1
34.690897,135.162425,1
34.688795,135.161723,1
34.68906,135.16275,1
34.689883,135.162442,1
34.689417,135.161538,1
34.690288,135.16143,1
34.691206,135.160174,1
34.689551,135.160728,1
34.686384,135.1604,1
34.683667,135.160815,1
34.682147,135.161882,1
34.684778,135.159509,1
34.686788,135.159219,1
34.685588,135.159374,1
34.685781,135.157581,1
34.682698,135.159298,1
34.684161,135.158675,1
34.682259,135.158469,1
34.683607,135.157754,1
34.6823,135.155774,1
34.684572,135.157623,1
34.681698,135.157417,1
34.683989,135.156481,1
34.687166,135.157376,1
34.685509,135.156133,1
34.688555,135.160072,1
34.689747,135.159484,1
34.688288,135.158795,1
34.688583,135.156878,1
34.696874,135.151644,1
34.693254,135.140933,1
34.682236,135.154014,1
34.68472,135.154548,1
34.686526,135.154054,1
34.684701,135.152698,1
34.684315,135.15141,1
34.688387,135.149113,1
34.671788,135.178955,1
34.671231,135.177319,1
34.679174,135.17365,1
34.680329,135.17234,1
34.680688,135.170409,1
34.679741,135.171351,1
34.677612,135.170099,1
34.678856,135.172253,1
34.675731,135.170663,1
34.671848,135.182269,1
34.672372,135.181076,1
34.672735,135.179921,1
34.673442,135.175974,1
34.673623,135.171158,1
34.673379,135.172634,1
34.673285,135.176913,1
34.672553,135.174255,1
34.671693,135.172883,1
34.671349,135.175825,1
34.671192,135.171633,1
34.674092,135.178153,1
34.67598,135.175057,1
34.674404,135.17467,1
34.674907,135.17316,1
34.676613,135.174298,1
34.677107,135.173171,1
34.675526,135.172012,1
34.677436,135.172008,1
34.676932,135.160853,1
34.676012,135.161437,1
34.673707,135.157935,1
34.674409,135.156952,1
34.672004,135.160018,1
34.676743,135.162508,1
34.674336,135.161288,1
34.673897,135.168808,1
34.671214,135.160801,1
34.675571,135.167336,1
34.676373,135.166537,1
34.675733,135.169348,1
34.679283,135.169753,1
34.6758,135.163451,1
34.674335,135.163493,1
34.674966,135.162457,1
34.674653,135.166164,1
34.674906,135.164342,1
34.67407,135.167275,1
34.674115,135.165249,1
34.674041,135.169922,1
34.672826,135.16535,1
34.673627,135.160211,1
34.67352,135.166379,1
34.673625,135.16244,1
34.673395,135.164035,1
34.673065,135.168149,1
34.672392,135.169836,1
34.67272,135.16109,1
34.672655,135.162952,1
34.672493,135.167388,1
34.671797,135.166357,1
34.671822,135.167862,1
34.671933,135.161873,1
34.67196,135.164037,1
34.67104,135.16276,1
34.670695,135.167244,1
34.670909,135.165032,1
34.675326,135.158719,1
34.674565,135.159268,1
34.672851,135.158897,1
34.671277,135.158766,1
34.674818,135.168364,1
34.676467,135.168911,1
34.678547,135.168193,1
34.680953,135.168136,1
34.677212,135.167795,1
34.677991,135.1667,1
34.677413,135.165595,1
34.678869,135.165652,1
34.675649,135.165454,1
34.676594,135.164511,1
34.678128,135.164576,1
34.679836,135.164709,1
34.679011,135.163749,1
34.677478,135.163594,1
34.678338,135.162741,1
34.680763,135.162785,1
34.679547,135.163007,1
34.679905,135.160308,1
34.67895,135.16201,1
34.678126,135.1612,1
34.677611,135.161656,1
34.675279,135.160358,1
34.676095,135.159729,1
34.678678,135.159545,1
34.676681,135.157819,1
34.679104,135.155618,1
34.681245,135.152759,1
34.652908,135.164953,1
34.653326,135.167987,1
34.670509,135.157719,1
34.669777,135.156568,1
34.670694,135.155699,1
34.669915,135.154591,1
34.669539,135.148923,1
34.670272,135.141344,1
34.669911,135.138191,1
34.670279,135.14342,1
34.669324,135.153491,1
34.670092,135.152745,1
34.669519,135.150446,1
34.670091,135.15121,1
34.669427,135.151845,1
34.67043,135.149838,1
34.670492,135.147835,1
34.668948,135.146358,1
34.669226,135.147115,1
34.669189,135.148057,1
34.669148,135.145336,1
34.668886,135.141362,1
34.670489,135.133231,1
34.670746,135.136386,1
34.668148,135.133636,1
34.661767,135.155172,1
34.668996,135.155462,1
34.668398,135.158142,1
34.668739,135.157291,1
34.668368,135.156247,1
34.66836,135.154479,1
34.667657,135.155252,1
34.667483,135.156813,1
34.666948,135.155892,1
34.66673,135.157537,1
34.666324,135.154949,1
34.666159,135.156661,1
34.665559,135.155698,1
34.665665,135.158604,1
34.664931,135.154789,1
34.665,135.157981,1
34.664585,135.156649,1
34.663496,135.158093,1
34.66396,135.155722,1
34.661575,135.158417,1
34.663339,135.154786,1
34.660887,135.149529,1
34.660286,135.143975,1
34.661111,135.141482,1
34.664852,135.138945,1
34.660584,135.14659,1
34.661335,135.147556,1
34.661954,135.148523,1
34.662596,135.149452,1
34.663585,135.148503,1
34.662958,135.147556,1
34.661228,135.145425,1
34.662346,135.146595,1
34.662409,135.145022,1
34.663127,135.145699,1
34.661672,135.143985,1
34.664041,135.146884,1
34.664614,135.147515,1
34.666457,135.145844,1
34.665455,135.146708,1
34.664248,135.149386,1
34.664524,135.150483,1
34.665322,135.148412,1
34.665991,135.147562,1
34.66644,135.148215,1
34.666862,135.14882,1
34.665749,135.149419,1
34.665013,135.145898,1
34.667181,135.154133,1
34.665762,135.145011,1
34.667717,135.148441,1
34.666976,135.146533,1
34.667463,135.147411,1
34.667539,135.149621,1
34.664044,135.14491,1
34.665283,135.143504,1
34.662776,135.142997,1
34.660888,135.142893,1
34.662287,135.141474,1
34.660626,135.140493,1
34.661287,135.139734,1
34.660072,135.139488,1
34.667245,135.140893,1
34.667957,135.139527,1
34.667216,135.14224,1
34.668088,135.142217,1
34.661494,135.150498,1
34.663366,135.150467,1
34.668716,135.149246,1
34.661959,135.152388,1
34.662736,135.153791,1
34.663571,135.151899,1
34.665622,135.151049,1
34.664114,135.152703,1
34.666346,135.151939,1
34.66472,135.153503,1
34.666754,135.153026,1
34.665852,135.153921,1
34.667564,135.150855,1
34.668097,135.153387,1
34.668676,135.150965,1
34.66799,135.151746,1
34.668624,135.152624,1
34.668139,135.143769,1
34.662252,135.140248,1
34.662248,135.139263,1
34.665097,135.14036,1
34.660953,135.138663,1
34.660536,135.137354,1
34.661925,135.136591,1
34.662272,135.138098,1
34.663649,135.13794,1
34.665341,135.137112,1
34.66575,135.14132,1
34.663882,135.135995,1
34.665044,135.13474,1
34.665389,135.135537,1
34.667748,135.136177,1
34.662406,135.135475,1
34.663124,135.134637,1
34.665791,135.133177,1
34.66389,135.133566,1
34.660465,135.155368,1
34.648308,135.162464,1
34.656915,135.157714,1
34.657892,135.157378,1
34.660218,135.15272,1
34.658996,135.15714,1
34.65989,135.157274,1
34.658355,135.155045,1
34.65632,135.156021,1
34.657327,135.155599,1
34.655836,135.15801,1
34.654281,135.156891,1
34.655307,135.156458,1
34.657114,135.159202,1
34.654828,135.154842,1
34.654623,135.157872,1
34.653854,135.155331,1
34.653629,135.158699,1
34.653242,135.157293,1
34.652459,135.15885,1
34.652304,135.15764,1
34.650231,135.162524,1
34.651179,135.158362,1
34.648909,135.156805,1
34.651685,135.156001,1
34.65855,135.15104,1
34.654029,135.149996,1
34.654301,135.148257,1
34.654898,135.149167,1
34.659577,135.150561,1
34.655426,135.144227,1
34.653702,135.147343,1
34.652827,135.148173,1
34.652235,135.147262,1
34.651655,135.14638,1
34.652527,135.14555,1
34.654677,135.144945,1
34.654094,135.144047,1
34.652025,135.142796,1
34.654247,135.140716,1
34.653562,135.141356,1
34.651231,135.143556,1
34.652931,135.140395,1
34.652353,135.139511,1
34.659647,135.142972,1
34.659278,135.138365,1
34.65317,135.150811,1
34.651882,135.150327,1
34.652623,135.151317,1
34.653217,135.152433,1
34.653775,135.153485,1
34.65343,135.149087,1
34.652573,135.149901,1
34.651167,135.149594,1
34.653107,135.146433,1
34.653904,135.145679,1
34.655103,135.147458,1
34.655868,135.154429,1
34.655929,135.152602,1
34.656387,135.149294,1
34.655688,135.148412,1
34.655841,135.14674,1
34.656454,135.14768,1
34.657096,135.148605,1
34.657631,135.149581,1
34.660168,135.148679,1
34.659685,135.147621,1
34.658506,135.148745,1
34.656796,135.152007,1
34.656891,135.153997,1
34.657981,135.147766,1
34.659322,135.146623,1
34.660018,135.14563,1
34.659513,135.144727,1
34.657382,135.146799,1
34.658602,135.145631,1
34.649642,135.152347,1
34.650631,135.148723,1
34.654505,135.146589,1
34.65525,135.14583,1
34.651906,135.144601,1
34.652701,135.143837,1
34.653321,135.144788,1
34.65103,135.145433,1
34.655968,135.143505,1
34.654231,135.142381,1
34.654973,135.143333,1
34.655531,135.142588,1
34.656803,135.145759,1
34.658285,135.144334,1
34.657227,135.14237,1
34.658479,135.141101,1
34.656199,135.14474,1
34.65777,135.143557,1
34.654988,135.141801,1
34.65783,135.140065,1
34.659056,135.142027,1
34.659798,135.141286,1
34.652799,135.142066,1
34.653474,135.143097,1
34.650354,135.144388,1
34.649735,135.143436,1
34.65061,135.142596,1
34.652172,135.141105,1
34.651401,135.141836,1
34.653033,135.138835,1
34.656617,135.141318,1
34.65854,135.139321,1
34.659206,135.140364,1
34.650841,135.140975,1
34.650041,135.141725,1
34.651627,135.140215,1
34.651706,135.138411,1
34.650217,135.140019,1
34.651091,135.139354,1
34.649605,135.139033,1
34.655517,135.15001,1
34.655249,135.151506,1
34.656235,135.151023,1
34.654579,135.152921,1
34.654649,135.150897,1
34.653786,135.151757,1
34.656904,135.15021,1
34.657429,135.151582,1
34.65915,135.152351,1
34.658008,135.153497,1
34.653617,135.139738,1
34.652529,135.137984,1
34.650555,135.135173,1
34.650243,135.138314,1
34.651044,135.137665,1
34.651233,135.136212,1
34.651806,135.13709,1
34.650517,135.136693,1
34.649769,135.137408,1
34.649945,135.135802,1
34.648909,135.145689,1
34.649463,135.146888,1
34.650007,135.147872,1
34.648477,135.144635,1
34.649415,135.140766,1
34.648653,135.139787,1
34.648259,135.138991,1
34.647733,135.143993,1
34.646974,135.141418,1
34.647577,135.13993,1
34.645185,135.14235,1
34.647556,135.142529,1
34.648407,135.143333,1
34.649173,135.142574,1
34.648547,135.141605,1
34.647887,135.140663,1
34.64894,135.137985,1
34.648448,135.137352,1
34.647169,135.138896,1
34.649202,135.136596,1
34.689812,135.128645,1
34.691614,135.13097,1
34.692303,135.134538,1
34.689213,135.130712,1
